,title,price,link,parts
131,carburetor holley 650 cfm double pumper,350,https://charlottesville.craigslist.org/pts/d/nellysford-carburetor-holley-650-cfm/7869607147.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
132,weather tech floor mats,80,https://charlottesville.craigslist.org/pts/d/charlottesville-weather-tech-floor-mats/7869084784.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
133,chevy c-10 1967 -72 hood,100,https://charlottesville.craigslist.org/pts/d/pratts-chevy-hood/7879910535.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
134,"""volvo"" ac condenser",35,https://charlottesville.craigslist.org/pts/d/somerset-volvo-ac-condenser/7879254937.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
135,old vw bug body parts,2500,https://charlottesville.craigslist.org/pts/d/buckingham-old-vw-bug-body-parts/7879230139.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
136,maserati muffler,1599,https://charlottesville.craigslist.org/pts/d/stanardsville-maserati-muffler/7860568185.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
137,jeep compass rear storage compartment  covers each,10,https://charlottesville.craigslist.org/pts/d/palmyra-jeep-compass-rear-storage/7879038838.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
138,***lifted monster s10 blazer project***,0,https://charlottesville.craigslist.org/pts/d/crozet-lifted-monster-s10-blazer-project/7869898652.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
139,2003 toyota corolla,500,https://charlottesville.craigslist.org/pts/d/afton-2003-toyota-corolla/7878560858.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
140,pioneer car stereo head unit,50,https://charlottesville.craigslist.org/pts/d/charlottesville-pioneer-car-stereo-head/7878179203.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
141,front plastic floor mats for a 2015 honda fit,40,https://charlottesville.craigslist.org/pts/d/waynesboro-front-plastic-floor-mats-for/7878163388.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
142,s 10 aluminum wheels,225,https://charlottesville.craigslist.org/pts/d/waynesboro-10-aluminum-wheels/7878163297.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
143,"spare tire nut lock, master lock",5,https://charlottesville.craigslist.org/pts/d/pratts-spare-tire-nut-lock-master-lock/7878093676.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
144,truck bed cover,400,https://charlottesville.craigslist.org/pts/d/charlottesville-truck-bed-cover/7876460545.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
145,oem mazda cx-9 floor mats,40,https://charlottesville.craigslist.org/pts/d/batesville-oem-mazda-cx-floor-mats/7877738934.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
146,intake with carb and fuel pump,1000,https://charlottesville.craigslist.org/pts/d/louisa-intake-with-carb-and-fuel-pump/7877705048.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
147,vintage volvo p1800 & 100 series armrests,40,https://charlottesville.craigslist.org/pts/d/waynesboro-vintage-volvo-series-armrests/7877624673.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
148,mercedes e-class tail lamp assembly,40,https://charlottesville.craigslist.org/pts/d/waynesboro-mercedes-class-tail-lamp/7877624539.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
149,bmw m3 dtm original painting,275,https://charlottesville.craigslist.org/pts/d/waynesboro-bmw-m3-dtm-original-painting/7877624369.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
150,1969 camaro original painting on canvas,302,https://charlottesville.craigslist.org/pts/d/waynesboro-1969-camaro-original/7877624162.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
151,volvo 240 wagon tail lamp assemblies,45,https://charlottesville.craigslist.org/pts/d/waynesboro-volvo-240-wagon-tail-lamp/7877624087.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
152,30a wireless surge guard portable surge protector,180,https://charlottesville.craigslist.org/pts/d/charlottesville-30a-wireless-surge/7876946451.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
153,bed cover,125,https://charlottesville.craigslist.org/pts/d/stanardsville-bed-cover/7877184231.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
154,royal purple hmx sae 5w-30 high-mileage synthetic motor oil 6 quarts,30,https://charlottesville.craigslist.org/pts/d/pratts-royal-purple-hmx-sae-5w-30-high/7876994849.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
155,2015 hyundai santa fe sport - best offer. parts or project,1900,https://charlottesville.craigslist.org/pts/d/crozet-2015-hyundai-santa-fe-sport-best/7876514544.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
156,ev charger-evdance level 1/2,89,https://charlottesville.craigslist.org/pts/d/troy-ev-charger-evdance-level-2/7876439248.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
157,2016 kia sorento engine 3.3l v6,500,https://charlottesville.craigslist.org/pts/d/virginia-beach-2016-kia-sorento-engine/7876356024.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
158,car cover - lexus es,35,https://charlottesville.craigslist.org/pts/d/charlottesville-car-cover-lexus-es/7876273751.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
159,jeep xj rear axle,100,https://charlottesville.craigslist.org/pts/d/haywood-jeep-xj-rear-axle/7876211217.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
160,ev 120v charger,30,https://charlottesville.craigslist.org/pts/d/north-garden-ev-120v-charger/7876012459.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
161,chevy bolt complete spare tire set,140,https://charlottesville.craigslist.org/pts/d/north-garden-chevy-bolt-complete-spare/7876009466.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
162,4 black gmc wheels good condition,350,https://charlottesville.craigslist.org/pts/d/waynesboro-black-gmc-wheels-good/7875844028.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
163,led multi-mount lightbar,120,https://charlottesville.craigslist.org/pts/d/quinque-led-multi-mount-lightbar/7875505006.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
164,mustang wheels (fr3c-1007-ja) + pirelli p zero nero tires (set of 4),1200,https://charlottesville.craigslist.org/pts/d/richmond-mustang-wheels-fr3c-1007-ja/7875332725.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
165,5/16 copper tubing,50,https://charlottesville.craigslist.org/pts/d/quinque-16-copper-tubing/7875165610.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
166,3/16 copper tubing,30,https://charlottesville.craigslist.org/pts/d/quinque-16-copper-tubing/7875165132.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
167,bavsound bmw revenant amplifier (audiotec fischer match up 7bmw),700,https://charlottesville.craigslist.org/pts/d/charlottesville-bavsound-bmw-revenant/7874938843.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
168,passenger seat for 2002 freightliner sprinter van,275,https://charlottesville.craigslist.org/pts/d/greenville-passenger-seat-for-2002/7874765410.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
169,six lug 16 x 8 aluminum wheels,250,https://charlottesville.craigslist.org/pts/d/waynesboro-six-lug-16-8-aluminum-wheels/7874741653.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
170,left brake caliber for 1999 grand marquis,40,https://charlottesville.craigslist.org/pts/d/montpelier-station-left-brake-caliber/7874698311.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
171,complete,1,https://charlottesville.craigslist.org/pts/d/keswick-complete/7874648627.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
172,cloth floor mats - 2018 subaru forester (black/gray),20,https://charlottesville.craigslist.org/pts/d/crozet-cloth-floor-mats-subaru-forester/7874243342.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
173,cloth floor mats - 2019 subaru forester,20,https://charlottesville.craigslist.org/pts/d/crozet-cloth-floor-mats-subaru-forester/7874241446.html,"['lens', 'tripod', 'flash', 'filter', 'adapter', 'mount', 'battery', 'charger', 'case', 'bag', 'remote', 'light', 'lighting', 'stand', 'gimbal', 'slider', 'monitor', 'microphone', 'cable', 'cord', 'memory', 'sd', 'cf', 'shutter', 'body', 'grip']"
